dc.identifier.uri	dc.source.uri	dc.creator	dc.relation
https://hdl.handle.net/10794/259	https://spraakbanken.gu.se/en/resources/hbl1800	n/a, n/a	
https://hdl.handle.net/10794/260	https://spraakbanken.gu.se/en/resources/hbl1991	n/a, n/a	
https://hdl.handle.net/10794/261	https://spraakbanken.gu.se/en/resources/hbl1998	n/a, n/a	
https://hdl.handle.net/10794/262	https://spraakbanken.gu.se/en/resources/hbl1999	n/a, n/a	
https://hdl.handle.net/10794/263	https://spraakbanken.gu.se/en/resources/hbl20122013	n/a, n/a	
https://hdl.handle.net/10794/264	https://spraakbanken.gu.se/en/resources/hbl2014	n/a, n/a	
https://hdl.handle.net/10794/265	https://spraakbanken.gu.se/en/resources/husmodern	n/a, n/a	
https://hdl.handle.net/10794/266	https://spraakbanken.gu.se/en/resources/informationstidningar	n/a, n/a	
https://hdl.handle.net/10794/267	https://spraakbanken.gu.se/en/resources/interfra-sv	n/a, n/a	
https://hdl.handle.net/10794/268	https://spraakbanken.gu.se/en/resources/interfra-tagged	n/a, n/a	
https://hdl.handle.net/10794/269	https://spraakbanken.gu.se/en/resources/interfra	n/a, n/a	
https://hdl.handle.net/10794/270	https://spraakbanken.gu.se/en/resources/ivip-demo	n/a, n/a	
https://hdl.handle.net/10794/271	https://spraakbanken.gu.se/en/resources/ivip	n/a, n/a	
https://hdl.handle.net/10794/272	https://spraakbanken.gu.se/en/resources/jakobstadstidning1999	n/a, n/a	
https://hdl.handle.net/10794/273	https://spraakbanken.gu.se/en/resources/jakobstadstidning2000	n/a, n/a	
https://hdl.handle.net/10794/274	https://spraakbanken.gu.se/en/resources/jft	n/a, n/a	
https://hdl.handle.net/10794/275	https://spraakbanken.gu.se/en/resources/jubileumsarkivet-pilot	n/a, n/a	
https://hdl.handle.net/10794/276	https://spraakbanken.gu.se/en/resources/kallan	n/a, n/a	
https://hdl.handle.net/10794/277	https://spraakbanken.gu.se/en/resources/kalltext	n/a, n/a	
https://hdl.handle.net/10794/278	https://spraakbanken.gu.se/en/resources/kioping	n/a, n/a	
https://hdl.handle.net/10794/279	https://spraakbanken.gu.se/en/resources/klarsprak	n/a, n/a	
https://hdl.handle.net/10794/280	https://spraakbanken.gu.se/en/resources/kubhist2-aftonbladet-1830	n/a, n/a	
https://hdl.handle.net/10794/281	https://spraakbanken.gu.se/en/resources/kubhist2-aftonbladet-1840	n/a, n/a	
https://hdl.handle.net/10794/282	https://spraakbanken.gu.se/en/resources/kubhist2-aftonbladet-1850	n/a, n/a	
https://hdl.handle.net/10794/283	https://spraakbanken.gu.se/en/resources/kubhist2-aftonbladet-1860	n/a, n/a	
https://hdl.handle.net/10794/284	https://spraakbanken.gu.se/en/resources/kubhist2-aftonbladet-1870	n/a, n/a	
https://hdl.handle.net/10794/285	https://spraakbanken.gu.se/en/resources/kubhist2-aftonbladet-1880	n/a, n/a	
https://hdl.handle.net/10794/286	https://spraakbanken.gu.se/en/resources/kubhist2-aftonbladet-1890	n/a, n/a	
https://hdl.handle.net/10794/287	https://spraakbanken.gu.se/en/resources/kubhist2-aftonbladet-1900	n/a, n/a	
https://hdl.handle.net/10794/288	https://spraakbanken.gu.se/en/resources/kubhist2-alfwarochskamt-1840	n/a, n/a	
https://hdl.handle.net/10794/289	https://spraakbanken.gu.se/en/resources/kubhist2-barometern-1840	n/a, n/a	
https://hdl.handle.net/10794/290	https://spraakbanken.gu.se/en/resources/kubhist2-barometern-1850	n/a, n/a	
https://hdl.handle.net/10794/291	https://spraakbanken.gu.se/en/resources/kubhist2-barometern-1860	n/a, n/a	
https://hdl.handle.net/10794/292	https://spraakbanken.gu.se/en/resources/kubhist2-barometern-1870	n/a, n/a	
https://hdl.handle.net/10794/293	https://spraakbanken.gu.se/en/resources/kubhist2-barometern-1880	n/a, n/a	
https://hdl.handle.net/10794/294	https://spraakbanken.gu.se/en/resources/kubhist2-barometern-1890	n/a, n/a	
https://hdl.handle.net/10794/295	https://spraakbanken.gu.se/en/resources/kubhist2-blekingsposten-1850	n/a, n/a	
https://hdl.handle.net/10794/296	https://spraakbanken.gu.se/en/resources/kubhist2-blekingsposten-1860	n/a, n/a	
https://hdl.handle.net/10794/297	https://spraakbanken.gu.se/en/resources/kubhist2-blekingsposten-1870	n/a, n/a	
https://hdl.handle.net/10794/298	https://spraakbanken.gu.se/en/resources/kubhist2-blekingsposten-1880	n/a, n/a	
https://hdl.handle.net/10794/299	https://spraakbanken.gu.se/en/resources/kubhist2-bollnastidning-1870	n/a, n/a	
https://hdl.handle.net/10794/300	https://spraakbanken.gu.se/en/resources/kubhist2-bollnastidning-1880	n/a, n/a	
https://hdl.handle.net/10794/301	https://spraakbanken.gu.se/en/resources/kubhist2-borastidning-1830	n/a, n/a	
https://hdl.handle.net/10794/302	https://spraakbanken.gu.se/en/resources/kubhist2-borastidning-1840	n/a, n/a	
https://hdl.handle.net/10794/303	https://spraakbanken.gu.se/en/resources/kubhist2-borastidning-1850	n/a, n/a	
https://hdl.handle.net/10794/304	https://spraakbanken.gu.se/en/resources/kubhist2-borastidning-1860	n/a, n/a	
https://hdl.handle.net/10794/305	https://spraakbanken.gu.se/en/resources/kubhist2-borastidning-1870	n/a, n/a	
https://hdl.handle.net/10794/306	https://spraakbanken.gu.se/en/resources/kubhist2-borastidning-1880	n/a, n/a	
https://hdl.handle.net/10794/307	https://spraakbanken.gu.se/en/resources/kubhist2-borastidning-1890	n/a, n/a	
https://hdl.handle.net/10794/308	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronastidningar-1760	n/a, n/a	
https://hdl.handle.net/10794/309	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1750	n/a, n/a	
https://hdl.handle.net/10794/310	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1760	n/a, n/a	
https://hdl.handle.net/10794/311	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1770	n/a, n/a	
https://hdl.handle.net/10794/312	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1780	n/a, n/a	
https://hdl.handle.net/10794/313	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1790	n/a, n/a	
https://hdl.handle.net/10794/314	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1800	n/a, n/a	
https://hdl.handle.net/10794/315	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1810	n/a, n/a	
https://hdl.handle.net/10794/316	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1820	n/a, n/a	
https://hdl.handle.net/10794/317	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1830	n/a, n/a	
https://hdl.handle.net/10794/318	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1840	n/a, n/a	
https://hdl.handle.net/10794/319	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1850	n/a, n/a	
https://hdl.handle.net/10794/320	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1860	n/a, n/a	
https://hdl.handle.net/10794/321	https://spraakbanken.gu.se/en/resources/kubhist2-carlscronaswekoblad-1870	n/a, n/a	
https://hdl.handle.net/10794/322	https://spraakbanken.gu.se/en/resources/kubhist2-dagligtallehanda-1760	n/a, n/a	
https://hdl.handle.net/10794/323	https://spraakbanken.gu.se/en/resources/kubhist2-dagligtallehanda-1770	n/a, n/a	
https://hdl.handle.net/10794/324	https://spraakbanken.gu.se/en/resources/kubhist2-dagligtallehanda-1780	n/a, n/a	
https://hdl.handle.net/10794/325	https://spraakbanken.gu.se/en/resources/kubhist2-dagligtallehanda-1790	n/a, n/a	
https://hdl.handle.net/10794/326	https://spraakbanken.gu.se/en/resources/kubhist2-dagligtallehanda-1800	n/a, n/a	
https://hdl.handle.net/10794/327	https://spraakbanken.gu.se/en/resources/kubhist2-dagligtallehanda-1810	n/a, n/a	
https://hdl.handle.net/10794/328	https://spraakbanken.gu.se/en/resources/kubhist2-dagligtallehanda-1820	n/a, n/a	
https://hdl.handle.net/10794/329	https://spraakbanken.gu.se/en/resources/kubhist2-dagligtallehanda-1830	n/a, n/a	
https://hdl.handle.net/10794/330	https://spraakbanken.gu.se/en/resources/kubhist2-dagligtallehanda-1840	n/a, n/a	
https://hdl.handle.net/10794/331	https://spraakbanken.gu.se/en/resources/kubhist2-dalpilen-1850	n/a, n/a	
https://hdl.handle.net/10794/332	https://spraakbanken.gu.se/en/resources/kubhist2-dalpilen-1860	n/a, n/a	
https://hdl.handle.net/10794/333	https://spraakbanken.gu.se/en/resources/kubhist2-dalpilen-1870	n/a, n/a	
https://hdl.handle.net/10794/334	https://spraakbanken.gu.se/en/resources/kubhist2-dalpilen-1880	n/a, n/a	
https://hdl.handle.net/10794/335	https://spraakbanken.gu.se/en/resources/kubhist2-dalpilen-1890	n/a, n/a	
https://hdl.handle.net/10794/336	https://spraakbanken.gu.se/en/resources/kubhist2-dalpilen-1900	n/a, n/a	
https://hdl.handle.net/10794/337	https://spraakbanken.gu.se/en/resources/kubhist2-fahluweckoblad-1780	n/a, n/a	
https://hdl.handle.net/10794/338	https://spraakbanken.gu.se/en/resources/kubhist2-fahluweckoblad-1790	n/a, n/a	
https://hdl.handle.net/10794/339	https://spraakbanken.gu.se/en/resources/kubhist2-fahluweckoblad-1800	n/a, n/a	
https://hdl.handle.net/10794/340	https://spraakbanken.gu.se/en/resources/kubhist2-fahluweckoblad-1810	n/a, n/a	
https://hdl.handle.net/10794/341	https://spraakbanken.gu.se/en/resources/kubhist2-fahluweckoblad-1820	n/a, n/a	
https://hdl.handle.net/10794/342	https://spraakbanken.gu.se/en/resources/kubhist2-falkopingstidning-1850	n/a, n/a	
https://hdl.handle.net/10794/343	https://spraakbanken.gu.se/en/resources/kubhist2-falkopingstidning-1860	n/a, n/a	
https://hdl.handle.net/10794/344	https://spraakbanken.gu.se/en/resources/kubhist2-falkopingstidning-1870	n/a, n/a	
https://hdl.handle.net/10794/345	https://spraakbanken.gu.se/en/resources/kubhist2-falkopingstidning-1880	n/a, n/a	
https://hdl.handle.net/10794/346	https://spraakbanken.gu.se/en/resources/kubhist2-falkopingstidning-1890	n/a, n/a	
https://hdl.handle.net/10794/347	https://spraakbanken.gu.se/en/resources/kubhist2-faluposten-1860	n/a, n/a	
https://hdl.handle.net/10794/348	https://spraakbanken.gu.se/en/resources/kubhist2-faluposten-1870	n/a, n/a	
https://hdl.handle.net/10794/349	https://spraakbanken.gu.se/en/resources/kubhist2-faluposten-1880	n/a, n/a	
https://hdl.handle.net/10794/350	https://spraakbanken.gu.se/en/resources/kubhist2-faluposten-1890	n/a, n/a	
https://hdl.handle.net/10794/351	https://spraakbanken.gu.se/en/resources/kubhist2-folketsrost-1840	n/a, n/a	
https://hdl.handle.net/10794/352	https://spraakbanken.gu.se/en/resources/kubhist2-folketsrost-1850	n/a, n/a	
https://hdl.handle.net/10794/353	https://spraakbanken.gu.se/en/resources/kubhist2-folketsrost-1860	n/a, n/a	
https://hdl.handle.net/10794/354	https://spraakbanken.gu.se/en/resources/kubhist2-ghost-1830	n/a, n/a	
https://hdl.handle.net/10794/355	https://spraakbanken.gu.se/en/resources/kubhist2-ghost-1840	n/a, n/a	
https://hdl.handle.net/10794/356	https://spraakbanken.gu.se/en/resources/kubhist2-ghost-1850	n/a, n/a	
https://hdl.handle.net/10794/357	https://spraakbanken.gu.se/en/resources/kubhist2-ghost-1860	n/a, n/a	
https://hdl.handle.net/10794/358	https://spraakbanken.gu.se/en/resources/kubhist2-ghost-1870	n/a, n/a	
https://hdl.handle.net/10794/359	https://spraakbanken.gu.se/en/resources/kubhist2-ghost-1880	n/a, n/a	
https://hdl.handle.net/10794/360	https://spraakbanken.gu.se/en/resources/kubhist2-ghost-1890	n/a, n/a	
https://hdl.handle.net/10794/361	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsallehanda-1770	n/a, n/a	
https://hdl.handle.net/10794/362	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsallehanda-1780	n/a, n/a	
https://hdl.handle.net/10794/363	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsallehanda-1790	n/a, n/a	
https://hdl.handle.net/10794/364	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsallehanda-1800	n/a, n/a	
https://hdl.handle.net/10794/365	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsallehanda-1810	n/a, n/a	
https://hdl.handle.net/10794/366	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsallehanda-1820	n/a, n/a	
https://hdl.handle.net/10794/367	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsallehanda-1830	n/a, n/a	
https://hdl.handle.net/10794/368	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsallehanda-1840	n/a, n/a	
https://hdl.handle.net/10794/369	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgskanyheter-1760	n/a, n/a	
https://hdl.handle.net/10794/370	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgskanyheter-1770	n/a, n/a	
https://hdl.handle.net/10794/371	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgskanyheter-1780	n/a, n/a	
https://hdl.handle.net/10794/372	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgskanyheter-1790	n/a, n/a	
https://hdl.handle.net/10794/373	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgskanyheter-1800	n/a, n/a	
https://hdl.handle.net/10794/374	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgskanyheter-1810	n/a, n/a	
https://hdl.handle.net/10794/375	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgskanyheter-1820	n/a, n/a	
https://hdl.handle.net/10794/376	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgskanyheter-1830	n/a, n/a	
https://hdl.handle.net/10794/377	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgskanyheter-1840	n/a, n/a	
https://hdl.handle.net/10794/378	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsweckolista-1740	n/a, n/a	
https://hdl.handle.net/10794/379	https://spraakbanken.gu.se/en/resources/kubhist2-gotheborgsweckolista-1750	n/a, n/a	
https://hdl.handle.net/10794/380	https://spraakbanken.gu.se/en/resources/kubhist2-gotlandstidning-1860	n/a, n/a	
https://hdl.handle.net/10794/381	https://spraakbanken.gu.se/en/resources/kubhist2-gotlandstidning-1870	n/a, n/a	
https://hdl.handle.net/10794/382	https://spraakbanken.gu.se/en/resources/kubhist2-gotlandstidning-1880	n/a, n/a	
https://hdl.handle.net/10794/383	https://spraakbanken.gu.se/en/resources/kubhist2-harnosandsposten-1840	n/a, n/a	
https://hdl.handle.net/10794/384	https://spraakbanken.gu.se/en/resources/kubhist2-harnosandsposten-1850	n/a, n/a	
https://hdl.handle.net/10794/385	https://spraakbanken.gu.se/en/resources/kubhist2-harnosandsposten-1860	n/a, n/a	
https://hdl.handle.net/10794/386	https://spraakbanken.gu.se/en/resources/kubhist2-harnosandsposten-1870	n/a, n/a	
https://hdl.handle.net/10794/387	https://spraakbanken.gu.se/en/resources/kubhist2-harnosandsposten-1880	n/a, n/a	
https://hdl.handle.net/10794/388	https://spraakbanken.gu.se/en/resources/kubhist2-harnosandsposten-1890	n/a, n/a	
https://hdl.handle.net/10794/389	https://spraakbanken.gu.se/en/resources/kubhist2-inrikestidningar-1760	n/a, n/a	
https://hdl.handle.net/10794/390	https://spraakbanken.gu.se/en/resources/kubhist2-inrikestidningar-1770	n/a, n/a	
https://hdl.handle.net/10794/391	https://spraakbanken.gu.se/en/resources/kubhist2-inrikestidningar-1780	n/a, n/a	
https://hdl.handle.net/10794/392	https://spraakbanken.gu.se/en/resources/kubhist2-inrikestidningar-1790	n/a, n/a	
https://hdl.handle.net/10794/393	https://spraakbanken.gu.se/en/resources/kubhist2-inrikestidningar-1800	n/a, n/a	
https://hdl.handle.net/10794/394	https://spraakbanken.gu.se/en/resources/kubhist2-inrikestidningar-1810	n/a, n/a	
https://hdl.handle.net/10794/395	https://spraakbanken.gu.se/en/resources/kubhist2-inrikestidningar-1820	n/a, n/a	
https://hdl.handle.net/10794/396	https://spraakbanken.gu.se/en/resources/kubhist2-jonkopingsbladet-1840	n/a, n/a	
https://hdl.handle.net/10794/397	https://spraakbanken.gu.se/en/resources/kubhist2-jonkopingsbladet-1850	n/a, n/a	
https://hdl.handle.net/10794/398	https://spraakbanken.gu.se/en/resources/kubhist2-jonkopingsbladet-1860	n/a, n/a	
https://hdl.handle.net/10794/399	https://spraakbanken.gu.se/en/resources/kubhist2-jonkopingsbladet-1870	n/a, n/a	
https://hdl.handle.net/10794/400	https://spraakbanken.gu.se/en/resources/kubhist2-jonkopingsposten-1860	n/a, n/a	
https://hdl.handle.net/10794/401	https://spraakbanken.gu.se/en/resources/kubhist2-jonkopingsposten-1870	n/a, n/a	
https://hdl.handle.net/10794/402	https://spraakbanken.gu.se/en/resources/kubhist2-jonkopingsposten-1880	n/a, n/a	
https://hdl.handle.net/10794/403	https://spraakbanken.gu.se/en/resources/kubhist2-jonkopingsposten-1890	n/a, n/a	
https://hdl.handle.net/10794/404	https://spraakbanken.gu.se/en/resources/kubhist2-kalmar-1860	n/a, n/a	
https://hdl.handle.net/10794/405	https://spraakbanken.gu.se/en/resources/kubhist2-kalmar-1870	n/a, n/a	
https://hdl.handle.net/10794/406	https://spraakbanken.gu.se/en/resources/kubhist2-kalmar-1880	n/a, n/a	
https://hdl.handle.net/10794/407	https://spraakbanken.gu.se/en/resources/kubhist2-kalmar-1890	n/a, n/a	
https://hdl.handle.net/10794/408	https://spraakbanken.gu.se/en/resources/kubhist2-kalmar-1900	n/a, n/a	
https://hdl.handle.net/10794/409	https://spraakbanken.gu.se/en/resources/kubhist2-karlshamnsallehanda-1840	n/a, n/a	
https://hdl.handle.net/10794/410	https://spraakbanken.gu.se/en/resources/kubhist2-karlshamnsallehanda-1850	n/a, n/a	
https://hdl.handle.net/10794/411	https://spraakbanken.gu.se/en/resources/kubhist2-karlshamnsallehanda-1860	n/a, n/a	
https://hdl.handle.net/10794/412	https://spraakbanken.gu.se/en/resources/kubhist2-karlshamnsallehanda-1870	n/a, n/a	
https://hdl.handle.net/10794/413	https://spraakbanken.gu.se/en/resources/kubhist2-karlshamnsallehanda-1880	n/a, n/a	
https://hdl.handle.net/10794/414	https://spraakbanken.gu.se/en/resources/kubhist2-karlshamnsallehanda-1890	n/a, n/a	
https://hdl.handle.net/10794/415	https://spraakbanken.gu.se/en/resources/kubhist2-karlskronaweckoblad-1870	n/a, n/a	
https://hdl.handle.net/10794/416	https://spraakbanken.gu.se/en/resources/kubhist2-karlskronaweckoblad-1880	n/a, n/a	
https://hdl.handle.net/10794/417	https://spraakbanken.gu.se/en/resources/kubhist2-karlskronaweckoblad-1890	n/a, n/a	
https://hdl.handle.net/10794/418	https://spraakbanken.gu.se/en/resources/kubhist2-kristianstadsbladet-1850	n/a, n/a	
https://hdl.handle.net/10794/419	https://spraakbanken.gu.se/en/resources/kubhist2-kristianstadsbladet-1860	n/a, n/a	
https://hdl.handle.net/10794/420	https://spraakbanken.gu.se/en/resources/kubhist2-kristianstadsbladet-1870	n/a, n/a	
https://hdl.handle.net/10794/421	https://spraakbanken.gu.se/en/resources/kubhist2-kristianstadsbladet-1880	n/a, n/a	
https://hdl.handle.net/10794/422	https://spraakbanken.gu.se/en/resources/kubhist2-kristianstadsbladet-1890	n/a, n/a	
https://hdl.handle.net/10794/423	https://spraakbanken.gu.se/en/resources/kubhist2-lindesbergsallehanda-1870	n/a, n/a	
https://hdl.handle.net/10794/424	https://spraakbanken.gu.se/en/resources/kubhist2-lindesbergsallehanda-1880	n/a, n/a	
https://hdl.handle.net/10794/425	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1770	n/a, n/a	
https://hdl.handle.net/10794/426	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1780	n/a, n/a	
https://hdl.handle.net/10794/427	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1810	n/a, n/a	
https://hdl.handle.net/10794/428	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1820	n/a, n/a	
https://hdl.handle.net/10794/429	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1830	n/a, n/a	
https://hdl.handle.net/10794/430	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1840	n/a, n/a	
https://hdl.handle.net/10794/431	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1850	n/a, n/a	
https://hdl.handle.net/10794/432	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1860	n/a, n/a	
https://hdl.handle.net/10794/433	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1870	n/a, n/a	
https://hdl.handle.net/10794/434	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1880	n/a, n/a	
https://hdl.handle.net/10794/435	https://spraakbanken.gu.se/en/resources/kubhist2-lundsweckoblad-1890	n/a, n/a	
https://hdl.handle.net/10794/436	https://spraakbanken.gu.se/en/resources/kubhist2-malmoallehanda-1820	n/a, n/a	
https://hdl.handle.net/10794/437	https://spraakbanken.gu.se/en/resources/kubhist2-malmoallehanda-1830	n/a, n/a	
https://hdl.handle.net/10794/438	https://spraakbanken.gu.se/en/resources/kubhist2-malmoallehanda-1840	n/a, n/a	
https://hdl.handle.net/10794/439	https://spraakbanken.gu.se/en/resources/kubhist2-malmoallehanda-1850	n/a, n/a	
https://hdl.handle.net/10794/440	https://spraakbanken.gu.se/en/resources/kubhist2-malmoallehanda-1860	n/a, n/a	
https://hdl.handle.net/10794/441	https://spraakbanken.gu.se/en/resources/kubhist2-malmoallehanda-1870	n/a, n/a	
https://hdl.handle.net/10794/442	https://spraakbanken.gu.se/en/resources/kubhist2-malmoallehanda-1880	n/a, n/a	
https://hdl.handle.net/10794/443	https://spraakbanken.gu.se/en/resources/kubhist2-malmoallehanda-1890	n/a, n/a	
https://hdl.handle.net/10794/444	https://spraakbanken.gu.se/en/resources/kubhist2-nerikesallehanda-1840	n/a, n/a	
https://hdl.handle.net/10794/445	https://spraakbanken.gu.se/en/resources/kubhist2-nerikesallehanda-1850	n/a, n/a	
https://hdl.handle.net/10794/446	https://spraakbanken.gu.se/en/resources/kubhist2-nerikesallehanda-1860	n/a, n/a	
https://hdl.handle.net/10794/447	https://spraakbanken.gu.se/en/resources/kubhist2-nerikesallehanda-1870	n/a, n/a	
https://hdl.handle.net/10794/448	https://spraakbanken.gu.se/en/resources/kubhist2-nerikesallehanda-1880	n/a, n/a	
https://hdl.handle.net/10794/449	https://spraakbanken.gu.se/en/resources/kubhist2-nerikesallehanda-1890	n/a, n/a	
https://hdl.handle.net/10794/450	https://spraakbanken.gu.se/en/resources/kubhist2-nlk-1850	n/a, n/a	
https://hdl.handle.net/10794/451	https://spraakbanken.gu.se/en/resources/kubhist2-nlk-1860	n/a, n/a	
https://hdl.handle.net/10794/452	https://spraakbanken.gu.se/en/resources/kubhist2-nlk-1870	n/a, n/a	
https://hdl.handle.net/10794/453	https://spraakbanken.gu.se/en/resources/kubhist2-norden-1850	n/a, n/a	
https://hdl.handle.net/10794/454	https://spraakbanken.gu.se/en/resources/kubhist2-norden-1860	n/a, n/a	
https://hdl.handle.net/10794/455	https://spraakbanken.gu.se/en/resources/kubhist2-norraskane-1880	n/a, n/a	
https://hdl.handle.net/10794/456	https://spraakbanken.gu.se/en/resources/kubhist2-norraskane-1890	n/a, n/a	
https://hdl.handle.net/10794/457	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottenskuriren-1860	n/a, n/a	
https://hdl.handle.net/10794/458	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottenskuriren-1870	n/a, n/a	
https://hdl.handle.net/10794/459	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottenskuriren-1880	n/a, n/a	
https://hdl.handle.net/10794/460	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottenskuriren-1890	n/a, n/a	
https://hdl.handle.net/10794/461	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottensposten-1840	n/a, n/a	
https://hdl.handle.net/10794/462	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottensposten-1850	n/a, n/a	
https://hdl.handle.net/10794/463	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottensposten-1860	n/a, n/a	
https://hdl.handle.net/10794/464	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottensposten-1870	n/a, n/a	
https://hdl.handle.net/10794/465	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottensposten-1880	n/a, n/a	
https://hdl.handle.net/10794/466	https://spraakbanken.gu.se/en/resources/kubhist2-norrbottensposten-1890	n/a, n/a	
https://hdl.handle.net/10794/467	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingskuriren-1850	n/a, n/a	
https://hdl.handle.net/10794/468	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingskuriren-1860	n/a, n/a	
https://hdl.handle.net/10794/469	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1780	n/a, n/a	
https://hdl.handle.net/10794/470	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1790	n/a, n/a	
https://hdl.handle.net/10794/471	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1800	n/a, n/a	
https://hdl.handle.net/10794/472	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1810	n/a, n/a	
https://hdl.handle.net/10794/473	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1820	n/a, n/a	
https://hdl.handle.net/10794/474	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1830	n/a, n/a	
https://hdl.handle.net/10794/475	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1840	n/a, n/a	
https://hdl.handle.net/10794/476	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1850	n/a, n/a	
https://hdl.handle.net/10794/477	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1860	n/a, n/a	
https://hdl.handle.net/10794/478	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1870	n/a, n/a	
https://hdl.handle.net/10794/479	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1880	n/a, n/a	
https://hdl.handle.net/10794/480	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingstidningar-1890	n/a, n/a	
https://hdl.handle.net/10794/481	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingsweckotidningar-1750	n/a, n/a	
https://hdl.handle.net/10794/482	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingsweckotidningar-1760	n/a, n/a	
https://hdl.handle.net/10794/483	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingsweckotidningar-1770	n/a, n/a	
https://hdl.handle.net/10794/484	https://spraakbanken.gu.se/en/resources/kubhist2-norrkopingsweckotidningar-1780	n/a, n/a	
https://hdl.handle.net/10794/485	https://spraakbanken.gu.se/en/resources/kubhist2-norrlandsposten-1880	n/a, n/a	
https://hdl.handle.net/10794/486	https://spraakbanken.gu.se/en/resources/kubhist2-nyadagligtallehanda-1850	n/a, n/a	
https://hdl.handle.net/10794/487	https://spraakbanken.gu.se/en/resources/kubhist2-nyadagligtallehanda-1860	n/a, n/a	
https://hdl.handle.net/10794/488	https://spraakbanken.gu.se/en/resources/kubhist2-nyadagligtallehanda-1870	n/a, n/a	
https://hdl.handle.net/10794/489	https://spraakbanken.gu.se/en/resources/kubhist2-nyadagligtallehanda-1880	n/a, n/a	
